entityId,publishedAt,status,title,tags
3650266,2019-04-07T20:41:46-0300,True,"""O que era possível a gente fez"", rebate presidente do Metrô após rebaixamento no Catarinense","Blumenau, Metropolitano, Futebol, rebaixamento, Campeonato Catarinense, segunda divisão"
3650256,2019-04-07T20:41:43-0300,True,"Diretor do Metrô desabafa após rebaixamento: ""ir de Uber treinar é complicado""","Metropolitano, Blumenau, Campeonato Catarinense, Futebol, rebaixamento, segunda divisão"
3650261,2019-04-07T20:30:50-0300,True,Tubarão provoca Hercílio Luz com referência a Game of Thrones,"Esportes, Catarinense 2019, Destaque DC, Tubarão, hercilio luz"
3650246,2019-04-07T20:15:10-0300,True,Marquinhos Silva pede que Avaí deixe a campanha de lado para semifinal,"Esportes, Catarinense 2019, Avaí, Destaque DC, Destaque Hora SC"
3650241,2019-04-07T19:51:23-0300,True,Menino de nove anos ainda está desaparecido após embarcação naufragar em Mafra,"Joinville, Mafra, afogamento, buscas, Bombeiros"
3650236,2019-04-07T19:42:10-0300,True,Capitão da Chapecoense se diz chateado com derrota ,"Esportes, Chapecoense, Avaí, Figueirense"
3650231,2019-04-07T19:34:57-0300,True,"Amin está na lista dos cotados para o MEC, mas ela é grande","Esperidião Amin, MEC, Bolsonaro"
3650226,2019-04-07T19:25:38-0300,True,"Daniel Costa exalta vitória do Criciúma nos minutos finais: ""Nosso time não desiste""","Criciúma, Criciúma EC, Destaque DC, Esportes, Catarinense 2019"
3650221,2019-04-07T19:21:00-0300,True,Procissão do Senhor dos Passos reúne milhares de fiéis em Florianópolis,"Procissão do Senhor dos Passos, religião, Destaque Hora SC, Destaque DC"
3649916,2019-04-07T19:00:02-0300,True,Artes para idosos em Jaraguá do Sul,comunidade
3650216,2019-04-07T18:52:53-0300,True,Análise da última rodada do Catarinense 2019,"Campeonato Catarinense, Figueirense, Avaí, JEC, Criciúma, Marcílio Dias, Chapecoense"
3650211,2019-04-07T18:38:24-0300,True,"Avaí x Criciúma, Chape x Figueira e rebaixados: termina a primeira fase do Catarinense","Esportes, Catarinense 2019, Destaque Hora SC, Avaí, Figueirense, Chapecoense, Marcílio Dias, Tubarão, Criciúma, JEC, hercilio luz, Metropolitano, Brusque"
3650186,2019-04-07T18:14:34-0300,True,"Metropolitano vence o Brusque, mas é rebaixado à Série B do Catarinense","Metropolitano, Brusque, Campeonato Catarinense, Destaque Santa"
3650206,2019-04-07T18:07:45-0300,True,Tubarão vence o JEC e escapa do rebaixamento no Catarinense,"Campeonato Catarinense, JEC, Tubarão, Joinville, Destaque AN"
3650161,2019-04-07T17:57:47-0300,True,Criciúma faz 1 a 0 no Hercílio Luz e se classifica à semifinal do Catarinense,"Criciúma, Criciúma EC, hercílio luz futebol clube, hercilio luz, Catarinense 2019, Destaque DC, Esportes"
3650201,2019-04-07T17:57:24-0300,True,"Marcílio Dias vence Figueirense no Scarpelli, mas não avança para as semifinais","Catarinense 2019, Destaque DC, Esportes, Figueirense, Marcílio Dias, Destaque Hora SC"
3650196,2019-04-07T17:56:27-0300,True,"Avaí vence, mas Chape faz semifinal do Catarinense em casa","Chapecoense, Avaí, Catarinense 2019, Destaque Hora SC"
3650191,2019-04-07T17:49:48-0300,True,Paulistas são campeões do Roland-Garros Junior Wild Card Series ,"Esportes, Tênis"
3650181,2019-04-07T17:07:00-0300,True,Ato do PT em Florianópolis lota rua da escadaria do Rosário,"PT, Fernando Haddad, Lula"
3650176,2019-04-07T16:59:36-0300,True,Circuito Silverbay de Surf Amador,"esporte, surfe, competição, fecasurf"
3650166,2019-04-07T16:37:32-0300,True,Previsão do tempo para a semana em Santa Catarina,"tempo, previsão do tempo"
3650156,2019-04-07T16:00:11-0300,True,Árvore de Páscoa tem 11 mil casquinhas de ovos em São Carlos ,"São Carlos, Páscoa"
3650141,2019-04-07T15:49:18-0300,True,Acompanhe tudo sobre a 18ª rodada do Catarinense 2019,"Esportes, Catarinense 2019, Destaque DC, Destaque Santa, Destaque AN"
3650126,2019-04-07T14:54:42-0300,True,Empresa de gás é assaltada pela quarta vez no ano em Blumenau,"Blumenau, Destaque Santa"
3650131,2019-04-07T14:27:14-0300,True,Homem é morto a tiros dentro de salão de beleza em Joinville,"homicídio, assassinato, Joinville, Polícia Civil, segurança"
3650121,2019-04-07T14:22:33-0300,True,Ação que investiga Paulo Bauer na Justiça Federal ,"Paulo Bauer, STF, investigação"
